Unnamed: 0,x,y
1151,26.007613,49.412355
1152,37.564193,50.864466
1153,49.253246,48.614080
1154,46.246207,65.113148
1155,48.548587,55.407207
1156,34.709037,52.030561
1157,39.789720,50.365956
1158,42.070404,59.367301
1159,37.243995,49.394402
1160,50.814228,54.843597
1161,35.968781,49.839950
1162,31.951006,48.211517
1163,26.036899,73.820764
1164,32.198201,41.524280
1165,26.538707,57.608318
1166,36.216734,49.966461
1167,18.942133,38.198430
1168,29.881372,54.236134
1169,27.018962,58.067625
1170,28.669020,33.504584
1171,38.220523,35.151833
1172,44.594551,64.775065
1173,38.548210,50.279369
1174,19.066998,67.969087
1175,20.239902,51.521572
1176,20.110988,53.799024
1177,61.338439,42.527789
1178,43.274908,29.485287
1179,29.620343,45.320226
1180,40.996453,46.074665
1181,40.094091,67.124807
1182,25.484604,52.506362
1183,51.283550,55.165097
1184,35.074982,44.131349
1185,14.137979,31.957730
1186,46.812766,44.377976
1187,35.982638,49.876685
1188,47.417375,27.003433
1189,50.954340,40.391776
1190,25.995359,46.334246
1191,40.605980,55.976763
1192,67.289429,41.577778
1193,38.316506,68.620851
1194,47.695974,55.721388
1195,38.136206,46.009658
1196,29.068897,31.600949
1197,35.805411,39.244820
1198,22.951238,17.652286
1199,60.358651,53.314327
1200,26.034222,35.278221
1201,43.188156,58.775909
1202,42.245739,43.755567
1203,64.486373,71.292481
1204,33.522033,49.368145
1205,48.749670,57.520833
1206,38.847979,49.974080
1207,38.308208,35.934138
1208,34.945674,49.476283
1209,74.873247,60.488080
1210,45.563879,50.441597
1211,29.064612,78.001663
1212,27.977829,58.685727
1213,42.537665,66.718108
1214,17.465425,41.691285
1215,39.626990,32.318182
1216,43.121120,57.595842
1217,32.620191,54.312526
1218,25.366787,36.514230
1219,31.404429,45.993421
1220,38.818885,48.840661
1221,34.912116,58.519826
1222,28.061417,53.146829
1223,44.316960,24.282184
1224,36.070923,47.711741
1225,33.207502,56.793341
1226,20.230208,62.802240
1227,33.312377,52.877922
1228,49.137545,30.535032
1229,36.947661,61.068507
1230,68.317735,42.047374
1231,26.329822,28.076921
1232,39.461614,53.681754
1233,42.678353,31.886572
1234,44.774368,45.225262
1235,56.337805,37.971243
1236,28.894011,46.210975
1237,53.249370,46.834586
1238,14.106326,65.162612
1239,46.501540,46.046407
1240,47.517230,38.719807
1241,31.177794,46.876107
1242,43.324013,50.143674
1243,40.651973,36.563317
1244,38.867492,43.830403
1245,60.069037,46.931325
1246,31.473306,59.892820
1247,24.854615,53.053713
1248,40.786553,52.757823
1249,38.958022,30.856935
1250,34.756411,38.830372
1251,72.338736,55.759076
1252,53.955466,62.862926
1253,42.385036,56.366323
1254,43.629136,81.870708
1255,28.496191,56.782136
1256,42.471484,32.446351
1257,31.793367,27.075883
1258,27.817526,54.302308
1259,24.501919,60.618600
1260,54.442402,50.104401
1261,49.493463,52.826629
1262,41.383116,53.625752
1263,54.627923,45.734532
1264,42.659777,46.702131
1265,49.155152,54.367725
1266,36.768655,52.322721
1267,40.347179,53.749117
1268,46.746534,55.964893
1269,20.494519,63.540711
1270,51.164110,35.531785
1271,44.937579,47.234510
1272,23.316470,29.868191
1273,39.581385,31.551039
1274,33.989337,61.538390
1275,34.106545,53.220500
1276,24.160550,49.767838
1277,35.703845,70.497727
1278,37.896249,62.699454
1279,37.188147,50.479047
1280,25.885474,50.840879
1281,35.714720,39.828015
1282,42.560288,76.871598
1283,25.561032,35.471029
1284,54.510217,39.542126
1285,53.929452,52.150666
1286,46.804412,20.854900
1287,44.479793,41.913050
1288,43.797822,61.542630
1289,40.323510,42.777478
1290,42.188034,59.114610
1291,31.460375,46.077448
1292,42.229688,60.142398
1293,24.051468,69.125990
1294,28.116462,51.618383
1295,35.660355,49.896721
1296,48.452753,54.580810
1297,47.854113,53.189434
1298,33.390356,47.078939
1299,50.485944,68.155751
1300,19.394181,50.130036
1301,45.367531,25.929338
1302,49.452987,51.219515
1303,40.419095,47.175000
1304,42.364406,39.689030
1305,33.187840,40.200303
1306,36.875991,42.292695
1307,29.080225,45.450181
1308,39.522271,43.304799
1309,50.359589,55.402252
1310,40.136606,46.319180
1311,38.692831,55.107253
1312,41.250973,50.038917
1313,25.835488,36.022579
1314,54.359996,46.073433
1315,47.419949,44.510089
1316,48.224548,50.319272
1317,27.279102,38.175203
1318,41.391878,55.222399
1319,40.881234,52.832211
1320,49.351334,54.092013
1321,42.646237,13.404012
1322,56.585658,45.903526
1323,26.710598,48.692627
1324,39.896156,32.870036
1325,27.995204,50.517249
1326,36.551072,62.392014
1327,58.199346,55.729537
1328,41.087885,11.330991
1329,46.213770,47.777230
1330,36.412971,56.955766
1331,53.058876,57.675261
1332,59.202915,37.027311
1333,47.311590,45.102613
1334,45.019628,43.408259
1335,42.108596,19.891396
1336,34.580020,55.369015
1337,45.095897,57.089547
1338,19.406192,42.276178
1339,36.910158,63.925644
1340,47.337181,40.706006
1341,38.529245,45.210807
1342,49.141151,51.290100
1343,39.292490,37.954711
1344,54.953206,45.810389
1345,22.946323,57.212030
1346,27.807239,34.897373
1347,49.450151,63.011317
1348,32.132205,29.793126
1349,36.280822,42.782128
1350,54.986745,50.041929
1351,19.491804,56.477061
1352,21.792742,49.971912
1353,62.211026,48.634897
1354,18.031876,60.883225
1355,33.252763,41.197561
1356,54.067952,46.131788
1357,54.922858,67.389344
1358,37.896792,59.725092
1359,24.497360,55.037363
1360,28.781702,44.447958
1361,32.875715,52.720996
1362,41.006039,48.882623
1363,63.638314,39.846830
1364,51.780382,59.113330
1365,31.024471,55.570055
1366,52.233199,61.481721
1367,23.469433,44.178323
1368,51.568016,27.167593
1369,20.588178,59.262882
1370,39.297038,60.615847
1371,36.458604,61.424229
1372,51.325048,63.598716
1373,49.540012,48.147409
1374,55.982860,50.394468
1375,40.031694,83.225801
1376,46.464994,27.936963
1377,31.061513,46.592408
1378,29.940464,42.516432
1379,35.018937,67.295988
1380,34.136456,31.202202
1381,32.825876,50.075483
1382,29.709974,51.512650
1383,58.809897,63.211641
1384,33.119642,61.704245
1385,38.103342,53.499839
1386,62.775432,52.906284
1387,47.450718,43.170953
1388,36.358610,50.435741
1389,46.672341,56.320529
1390,41.088471,84.825807
1391,51.664965,32.769614
1392,44.951998,20.801434
1393,39.653953,59.132062
1394,50.508366,72.267622
1395,36.791217,48.403300
1396,43.465642,48.982553
1397,43.449204,42.556915
1398,24.783932,63.555597
1399,23.174024,55.004056
1400,30.168302,58.642797
1401,27.328995,49.769677
1402,54.225072,52.675282
1403,45.447614,45.818699
1404,48.076501,47.904384
1405,23.299895,65.265180
1406,39.864896,46.642972
1407,55.467478,28.934708
1408,43.763098,42.863870
1409,14.143492,36.543116
1410,47.229767,51.944900
1411,35.314563,57.516012
1412,50.110318,63.347508
1413,41.821925,31.387095
1414,19.851735,35.561793
1415,28.749111,60.401149
1416,45.256515,53.783403
1417,26.337150,57.134088
1418,40.598289,44.098234
1419,22.158451,47.809136
1420,48.116496,31.331889
1421,33.403269,43.015832
1422,50.288538,46.473757
1423,49.464104,60.212606
1424,45.533457,58.002055
1425,39.069096,41.974568
1426,33.377824,43.703596
1427,20.885347,55.818519
1428,46.785692,47.836475
1429,41.368098,49.492477
1430,39.473983,43.917969
1431,30.485550,49.217291
1432,56.799347,55.850030
1433,50.662454,23.013021
1434,31.915328,45.054472
1435,40.727133,62.802415
1436,37.650995,52.126663
1437,35.684055,47.048154
1438,28.426186,56.703883
1439,29.907092,44.283882
1440,36.034424,35.504866
1441,38.950274,35.138587
1442,50.332799,44.508700
1443,26.724848,64.678696
1444,39.039264,16.978157
1445,27.156111,53.331587
1446,69.072055,55.329320
1447,65.460397,43.235504
1448,45.238637,76.877293
1449,35.141046,34.718899
1450,39.695248,49.595383
1451,62.530619,54.166501
1452,30.453711,45.532968
1453,50.780767,46.894883
1454,39.277833,47.297724
1455,50.402956,56.286766
1456,22.213194,59.330369
1457,22.424733,33.913036
1458,38.757740,50.406562
1459,46.705473,51.352651
1460,25.640325,35.885440
1461,33.398981,48.599988
1462,32.758854,38.914697
1463,27.038637,60.167238
1464,25.312103,49.761210
1465,38.381500,73.190048
1466,42.096480,51.165419
1467,33.422178,43.558125
1468,17.413652,50.564337
1469,20.217619,54.049951
1470,45.179093,52.993573
1471,48.116307,45.613174
1472,39.344098,64.525647
1473,58.686607,57.386611
1474,45.150437,58.006381
1475,17.212364,54.574725
1476,46.626680,56.690153
1477,10.630040,60.236703
1478,40.850273,40.341327
1479,44.040160,71.822315
1480,39.935583,64.779897
1481,29.942955,71.163138
1482,29.418362,34.833921
1483,32.909394,44.444836
1484,36.283520,39.586176
1485,36.285581,50.728153
1486,39.595572,54.882207
1487,46.201521,59.372321
1488,25.838896,52.659832
1489,38.299160,47.558396
1490,31.565992,44.867107
1491,38.578829,53.977571
1492,34.433944,56.224928
1493,45.985143,45.362004
1494,30.547290,48.618111
1495,44.491798,75.679459
1496,34.909835,26.849599
1497,46.993856,50.274611
1498,52.464881,50.767098
1499,47.769069,39.109172
1500,38.376879,54.815863
1501,48.334983,50.504660
1502,41.566089,43.764808
1503,34.390082,47.262623
1504,36.171594,29.551457
1505,22.374110,67.537050
1506,41.628897,40.303989
1507,30.366241,73.296178
1508,28.248392,49.719976
1509,43.944663,57.171439
1510,22.694509,53.732213
1511,34.039105,50.946088
1512,53.320921,40.696985
1513,54.970345,88.189378
1514,57.512227,42.435775
1515,39.356513,31.536763
1516,36.692808,43.482792
1517,38.240459,32.956198
1518,30.037553,40.615855
1519,29.982548,26.817044
1520,22.555365,61.955919
1521,53.021813,64.790123
1522,49.949930,62.574370
1523,31.041507,56.253067
1524,51.916718,50.294512
1525,31.126005,23.967931
1526,60.636326,68.457847
1527,36.247334,25.259433
1528,47.219689,66.312955
1529,18.371901,53.629073
1530,35.920712,56.556026
1531,31.000908,52.320680
1532,27.696304,47.943391
1533,47.729907,48.069080
1534,43.399000,34.893616
1535,42.406359,41.056398
1536,33.984329,41.651734
1537,43.063092,38.141556
1538,43.063593,67.971091
1539,55.495851,54.537709
1540,41.724790,46.136516
1541,24.649551,54.614896
1542,20.625589,53.723154
1543,36.214542,62.017056
1544,58.610418,64.057341
1545,48.536389,48.512828
1546,35.915607,36.977345
1547,52.671248,58.277126
1548,41.257967,63.402043
1549,31.737571,63.015175
1550,21.928531,42.058455
1551,47.966200,34.765964
1552,53.215828,44.562446
1553,45.750217,47.818369
1554,27.504558,54.358292
1555,54.981033,53.565860
1556,20.283565,44.900475
1557,34.961810,55.565576
1558,31.071881,49.320492
1559,58.361618,49.873962
1560,43.399093,49.990944
1561,39.900765,52.559051
1562,18.499206,50.657290
1563,76.664599,51.204166
1564,44.409600,48.887725
1565,10.321264,29.685167
1566,49.373811,56.202927
1567,39.841257,40.229706
1568,47.132726,58.081509
1569,31.464249,35.283928
1570,35.987223,49.469575
1571,41.185881,42.473379
1572,58.304417,48.873378
1573,44.340178,35.453187
1574,53.780078,46.579591
1575,36.744150,42.091042
1576,40.470915,43.630458
1577,37.698744,61.292974
1578,46.289021,39.392883
1579,44.149485,32.745849
1580,33.636329,55.192135
1581,31.393885,33.765166
1582,16.927247,61.985996
1583,23.667583,64.244924
1584,44.315900,63.985496
1585,39.722577,52.393784
1586,51.781643,45.422558
1587,35.966528,65.976936
1588,37.968402,49.066830
1589,49.493127,34.964332
1590,46.395256,69.313398
1591,43.095171,54.074276
1592,35.152797,47.045616
1593,40.260762,49.526952
1594,37.801470,31.196042
1595,38.732526,51.754118
1596,54.200553,41.717657
1597,31.433003,34.841913
1598,51.582848,49.193855
1599,60.390715,48.793705
1600,36.461254,55.756161
1601,44.190715,60.085374
1602,35.055693,47.125665
1603,29.523643,49.400613
1604,33.834323,67.453342
1605,47.053505,40.139143
1606,56.903918,52.445063
1607,54.153435,57.593981
1608,46.157379,45.501770
1609,50.554643,53.834153
1610,34.777838,54.151433
1611,39.672421,35.127593
1612,40.555458,53.096938
1613,27.974398,62.027131
1614,43.269339,52.419663
1615,26.838250,39.409768
1616,50.760726,35.380467
1617,15.824087,65.404119
1618,29.312898,48.962933
1619,40.080148,46.489477
1620,31.885449,39.784058
1621,59.269252,55.891917
1622,49.079712,33.975796
1623,40.453499,60.681409
1624,43.299406,47.796467
1625,43.659521,39.512076
1626,23.747875,60.817476
1627,44.334814,54.333086
1628,24.567728,77.046946
1629,32.027516,48.736421
1630,48.483263,56.273769
1631,43.354198,70.762253
1632,38.028931,32.961130
1633,29.697579,63.942094
1634,49.696354,45.070468
1635,31.991750,53.527878
1636,28.211533,52.429135
1637,40.499399,53.543087
1638,60.028144,53.841177
1639,30.213626,73.510194
1640,37.794215,44.643242
1641,27.940443,47.986063
1642,34.941396,33.190869
1643,54.352804,64.320327
1644,43.577453,47.839097
1645,47.996519,47.151643
1646,41.183745,64.230524
1647,47.802449,35.407176
1648,46.984391,55.269745
1649,42.293172,48.083943
1650,39.011257,41.969880
1651,54.648988,42.159910
1652,14.004625,39.946915
1653,29.419365,49.932017
1654,48.190520,40.992461
1655,38.561535,55.832595
1656,40.258954,50.813289
1657,30.375700,44.284081
1658,55.862021,57.753827
1659,27.368813,50.489459
1660,50.025880,53.926673
1661,19.088801,43.542967
1662,23.779814,41.617664
1663,59.050039,49.047367
1664,32.953380,30.011854
1665,25.937725,36.049978
1666,16.332160,26.641991
1667,37.070935,67.233490
1668,38.817683,56.677598
1669,43.431861,62.557804
1670,58.023348,44.644837
1671,31.310821,74.718933
1672,53.077905,53.209689
1673,25.935519,43.954263
1674,45.220213,25.683784
1675,31.688549,23.895333
1676,47.509605,31.040379
1677,53.869891,36.830772
1678,43.774168,56.353933
1679,51.883476,56.807414
1680,36.500452,60.630252
1681,44.970415,42.696817
1682,34.400973,45.623271
1683,30.748678,60.289086
1684,39.831711,47.082631
1685,22.116235,51.136223
1686,33.710680,48.069283
1687,33.658587,46.810206
1688,27.089177,46.657033
1689,41.168175,42.232240
1690,21.420319,52.006623
1691,47.822588,38.318053
1692,34.292495,68.444700
1693,42.661603,61.049859
1694,36.062032,62.590920
1695,45.562608,58.525381
1696,30.724646,50.370521
1697,45.958982,57.780784
1698,31.028752,57.864422
1699,60.190261,65.346495
1700,42.367641,32.658225
1701,35.248635,32.142594
1702,29.431075,56.003403
1703,48.891532,53.421665
1704,56.654170,47.429613
1705,34.648535,57.245307
1706,44.981497,61.882801
1707,27.895140,58.964402
1708,49.532293,65.465901
1709,21.387085,52.331547
1710,26.661937,58.734877
1711,30.790187,54.272943
1712,28.274816,37.476212
1713,41.320288,46.664903
1714,34.555631,73.093471
1715,38.833757,44.114694
1716,20.507909,41.123326
1717,43.015451,36.463028
1718,52.778468,47.204247
1719,28.705702,56.162017
1720,47.634179,48.638082
1721,42.558631,50.262995
1722,35.660162,53.646405
1723,56.007337,55.606224
1724,42.571692,46.605059
1725,37.837151,49.003170
1726,43.081510,43.908248
1727,28.327707,73.737520
1728,32.281514,69.631774
1729,39.736416,36.053925
1730,31.067706,61.899479
1731,24.462418,63.868602
1732,12.351450,66.663326
1733,47.359791,44.440574
1734,55.020713,61.807233
1735,35.557980,43.166628
1736,33.339484,51.864232
1737,28.505317,49.390556
1738,22.209137,45.253201
1739,36.764806,31.011169
1740,30.617987,38.347397
1741,54.775248,47.413968
1742,32.990674,36.214469
1743,32.932440,35.237123
1744,32.623301,52.047685
1745,46.463569,49.390072
1746,43.808088,51.139377
1747,30.292876,4.466812
1748,22.483532,72.527565
1749,32.091717,19.269602
1750,50.798073,58.966411
1751,75.289548,51.651803
1752,42.694446,64.399015
1753,44.358956,43.129122
1754,52.572349,58.189702
1755,44.299693,33.019647
1756,44.664793,42.978994
1757,23.912704,37.455019
1758,48.928108,27.309955
1759,57.542884,55.485483
1760,65.367360,61.046112
1761,26.883369,45.382542
1762,56.203193,72.224503
1763,31.627132,43.596678
1764,40.907144,57.915847
1765,40.176900,32.028370
1766,61.597873,44.400414
1767,32.434469,32.698226
1768,12.443146,72.863359
1769,23.021738,44.209846
1770,40.187456,41.237064
1771,47.355870,40.795400
1772,32.899033,53.707522
1773,17.437490,73.183839
1774,24.294083,44.291075
1775,40.329468,41.116168
1776,38.673411,56.837935
1777,19.466108,75.863561
1778,44.999033,60.418262
1779,38.211880,51.824569
1780,21.597010,65.751353
1781,32.086367,40.731252
1782,31.761021,61.264752
1783,39.802707,54.548867
1784,14.326317,68.512600
1785,37.852400,64.109003
1786,33.795748,49.063663
1787,29.007880,45.869170
1788,54.731817,55.758781
1789,14.141149,59.101869
1790,72.101370,48.610916
1791,38.434164,59.373432
1792,63.591601,39.173700
1793,48.874101,58.242630
1794,39.194496,37.170638
1795,41.009874,67.716917
1796,44.223263,62.101617
1797,14.095992,47.621415
1798,47.247565,55.555749
1799,42.160262,49.958529
1800,54.699371,46.633799
1801,30.134301,25.907246
1802,30.672761,30.354274
1803,16.264160,56.057397
1804,36.222608,65.179906
1805,47.442045,50.033806
1806,21.213638,59.256632
1807,30.574857,71.897734
1808,27.640905,70.973658
1809,45.415126,39.592792
1810,43.644285,43.189192
1811,49.594352,40.465519
1812,32.753454,50.167863
1813,31.579949,54.548966
1814,24.137265,64.370666
1815,34.290668,42.581453
1816,39.314846,51.572834
1817,53.429801,27.039923
1818,41.616487,63.197845
1819,35.286865,52.518442
1820,29.707297,69.303222
1821,22.800809,31.339808
1822,44.426702,54.318015
1823,26.200049,53.141586
1824,41.512530,60.154497
1825,37.119346,65.286074
1826,7.639896,32.280497
1827,30.386122,57.037693
1828,42.179991,45.340525
1829,25.580349,75.104390
1830,44.769986,52.671660
1831,43.728631,36.300518
1832,33.139461,38.705605
1833,41.435941,69.994690
1834,57.880735,39.634922
1835,59.183024,56.904058
1836,36.037994,62.019266
1837,19.513181,51.361863
1838,36.731925,48.151255
1839,60.154554,20.394340
1840,43.766222,10.082136
1841,31.786556,71.137005
1842,38.686926,53.532480
1843,46.523983,31.136596
1844,45.492262,51.912913
1845,56.653079,49.205794
1846,51.771803,42.781075
1847,44.364353,41.533504
1848,30.766661,55.122848
1849,37.061162,34.963866
1850,34.415006,44.811831
1851,59.932473,37.376414
1852,46.868275,38.127874
1853,43.844056,29.360763
1854,41.297580,52.038635
1855,25.142408,43.818304
1856,27.727029,55.126053
1857,55.655990,44.869153
1858,33.280671,53.977148
1859,50.975339,43.131292
1860,33.419814,35.352376
1861,29.361835,77.741026
1862,36.344819,63.568559
1863,22.295916,51.157045
1864,10.532288,53.758228
1865,58.567291,57.863169
1866,26.608843,51.948317
1867,37.833982,23.311992
1868,44.656925,61.324259
1869,29.789796,45.114562
1870,36.148240,49.089016
1871,44.785074,42.497624
1872,58.196933,58.087988
1873,28.098925,54.969692
1874,34.560850,68.491135
1875,36.462752,34.054316
1876,53.238245,38.470858
1877,27.684452,58.962483
1878,50.816939,48.921802
1879,45.131983,47.093601
1880,24.394900,27.480825
1881,33.191628,51.643283
1882,44.113481,65.556934
1883,48.523816,39.987181
1884,27.271479,66.742882
1885,23.961074,37.577225
1886,29.788958,47.522470
1887,45.566635,78.431434
1888,52.252423,64.699174
1889,55.130631,32.288354
1890,43.639584,51.781210
1891,35.541066,75.955166
1892,46.937338,59.339182
1893,40.383401,55.557607
1894,53.363105,54.485027
1895,53.548322,68.235223
1896,46.462284,52.645831
1897,38.903556,46.755857
1898,37.380124,36.702425
1899,41.534181,39.950609
1900,35.203963,53.033340
1901,26.136092,50.231061
1902,47.128078,58.569534
1903,39.358958,27.457424
1904,53.842145,58.632149
1905,32.858077,53.283474
1906,41.811804,40.692488
1907,58.670846,49.075287
1908,32.368279,83.487406
1909,39.183129,40.568023
1910,63.779055,46.498705
1911,52.548908,48.729014
1912,42.999851,59.818348
1913,52.923682,46.433000
1914,55.421859,48.666914
1915,44.320485,35.543200
1916,40.003559,55.433777
1917,28.573142,50.568242
1918,27.755788,60.022956
1919,35.082881,42.505211
1920,61.587147,71.279700
1921,35.683827,54.780435
1922,35.948362,35.445115
1923,34.501300,53.552932
1924,35.150753,64.590263
1925,44.048109,53.876784
1926,37.558348,44.827367
1927,59.007184,56.522505
1928,27.763978,65.930026
1929,39.419857,57.241168
1930,48.737096,51.477800
1931,40.133018,51.757370
1932,28.371086,51.489125
1933,58.245976,36.601862
1934,20.488152,53.166025
1935,31.404454,67.971693
1936,49.218283,43.473067
1937,43.284964,37.437427
1938,60.460210,48.433238
1939,38.898223,66.234124
1940,31.310065,65.806036
1941,28.943816,35.418315
1942,50.290766,48.795521
1943,29.967211,48.735046
1944,32.615044,21.744956
1945,21.894043,57.818893
1946,57.894189,54.222825
1947,41.224194,35.776625
1948,26.747694,63.552189
1949,48.695799,36.599210
1950,41.101076,42.297950
1951,32.508854,64.502406
1952,37.148603,64.859977
1953,55.087869,27.207007
1954,61.629051,36.960940
1955,42.414097,38.429466
1956,39.757249,48.237326
1957,56.461400,23.835285
1958,35.083610,53.438496
1959,27.151355,43.721986
1960,37.197907,47.918209
1961,35.973306,75.644151
1962,30.728992,51.772204
1963,57.867527,47.518305
1964,43.201727,47.247732
1965,54.279590,20.577330
1966,22.519750,53.988198
1967,47.613208,62.844797
1968,40.772768,47.820362
1969,59.471669,61.598778
1970,36.221809,42.161415
1971,45.654605,35.440879
1972,40.077577,63.338373
1973,52.714488,51.237989
1974,27.999317,30.677680
1975,38.207658,38.963059
1976,49.320906,58.952509
1977,51.665055,66.772684
1978,47.758766,61.208287
1979,36.667601,59.080067
1980,38.516541,61.643315
1981,22.528049,62.043947
1982,39.934496,36.155026
1983,42.123418,56.653470
1984,44.229635,67.415155
1985,31.821450,25.391064
1986,33.967474,47.206222
1987,26.725327,55.019130
1988,39.152552,56.079180
1989,36.108846,54.950495
1990,51.081508,48.778736
1991,40.635365,47.957774
1992,40.096597,56.624824
1993,29.582984,33.098194
1994,39.449781,60.628841
1995,40.281926,70.432063
1996,38.094684,58.339990
1997,41.266626,29.983062
1998,36.408999,59.310493
1999,40.435988,46.119935
2000,9.828191,81.389105
2001,29.024775,86.839946
2002,17.020748,88.978477
2003,34.381247,90.867961
2004,37.749914,90.471317
2005,24.949026,112.798862
2006,25.236304,75.905010
2007,8.337572,83.281715
2008,7.357795,98.824666
2009,16.392834,88.479772
2010,26.881266,83.258162
2011,21.687036,95.293827
2012,16.615264,85.883436
2013,38.937234,83.186409
2014,24.155794,85.131991
2015,33.256562,93.901717
2016,32.610442,74.983818
2017,1.870215,106.423208
2018,17.262609,63.025093
2019,32.427504,87.711408
2020,33.703109,89.246744
2021,18.377530,70.744934
2022,39.036378,67.118224
2023,2.805934,99.455552
2024,6.541373,65.843020
2025,35.443528,78.836535
2026,26.056115,102.382102
2027,16.831932,93.262292
2028,12.350422,84.459666
2029,15.631145,87.450180
2030,12.044615,79.519762
2031,12.296610,86.433059
2032,42.476718,108.837000
2033,6.683532,119.760693
2034,8.289181,83.615812
2035,9.491527,85.197484
2036,24.711766,92.908867
2037,14.194163,99.928908
2038,10.810026,102.886167
2039,1.763031,106.719244
2040,44.481833,94.152745
2041,22.704736,87.116191
2042,25.106039,81.873630
2043,21.693700,74.728678
2044,31.343802,65.273900
2045,11.144027,92.860574
2046,38.684366,75.685116
2047,45.979652,96.660743
2048,5.761685,83.082440
2049,33.659318,83.170218
2050,12.921281,92.362880
2051,42.131685,77.505114
2052,8.182106,111.320457
2053,4.517920,88.586984
2054,16.769352,92.471400
2055,30.000974,101.562770
2056,21.971109,94.462779
2057,10.886284,83.778648
2058,36.791367,81.218575
2059,11.872966,76.118705
2060,22.905985,82.385589
2061,21.612904,58.103664
2062,20.938730,85.281568
2063,40.679906,71.568838
2064,37.052249,104.427734
2065,20.812439,74.018676
2066,27.454271,107.698355
2067,2.436072,94.353829
2068,27.133615,103.282848
2069,31.124462,85.426107
2070,7.773941,90.331795
2071,20.843849,92.028502
2072,17.998054,116.033561
2073,19.955975,93.899123
2074,20.510055,77.790214
2075,9.170064,83.027449
2076,17.568085,92.222435
2077,26.569028,85.358352
2078,-0.319651,92.137499
2079,14.495809,81.889976
2080,10.456985,92.174189
2081,17.333341,81.396980
2082,19.028226,77.192356
2083,15.921497,101.391555
2084,22.747607,96.287671
2085,15.899757,90.789915
2086,33.822005,77.086415
2087,22.726937,81.990448
2088,22.884590,65.551449
2089,7.907223,96.744927
2090,13.797803,103.886488
2091,-6.466551,70.008321
2092,41.116426,118.241184
2093,21.112840,103.252905
2094,27.515166,78.991250
2095,35.615586,102.978542
2096,12.792600,84.996322
2097,17.239458,86.846017
2098,15.645002,92.264290
2099,19.059704,86.941528
2100,3.804829,75.698986
2101,45.068405,105.298693
2102,9.959303,77.236144
2103,11.431115,88.155607
2104,22.636157,101.316852
2105,3.787202,91.060311
2106,21.630022,104.780196
2107,21.034889,95.131020
2108,1.240419,80.367138
2109,26.419832,87.944806
2110,21.236314,94.838776
2111,17.182725,94.487938
2112,15.146428,72.772138
2113,-8.070010,70.983591
2114,43.903210,90.904231
2115,2.570168,81.481680
2116,5.311633,106.016786
2117,-0.212670,76.444310
2118,11.129155,92.786638
2119,26.386772,96.004955
2120,-22.158640,77.388478
2121,32.665475,116.143365
2122,27.702726,82.954504
2123,-12.211923,89.575522
2124,-4.709528,81.622639
2125,14.337354,90.117477
2126,36.586924,87.187679
2127,-15.282442,90.095305
2128,35.649025,82.735410
2129,12.130915,106.341953
2130,25.993924,83.639313
2131,11.700857,100.004472
2132,18.985549,90.390218
2133,27.179479,92.066851
2134,19.723771,74.241742
2135,24.312582,79.602775
2136,17.409698,92.358052
2137,11.491625,81.628841
2138,24.712550,95.644410
2139,11.872722,82.580309
2140,27.001342,96.181201
2141,5.315180,87.171387
2142,31.442848,100.668063
2143,42.684066,65.112242
2144,19.977747,91.430090
2145,32.660933,95.952938
2146,6.960308,106.046386
2147,24.010178,81.445973
2148,14.783149,86.175800
2149,15.599212,75.310789
2150,35.856950,83.125794
2151,29.124006,78.806915
2152,20.680595,87.686733
2153,35.678654,99.357089
2154,20.847624,91.101383
2155,5.256908,108.912412
2156,11.977122,83.466652
2157,20.499385,102.900902
2158,4.129755,72.216603
2159,19.313375,92.485122
2160,34.259982,94.672675
2161,14.532888,71.674060
2162,4.960441,108.552189
2163,21.083465,76.702342
2164,27.045997,80.765319
2165,12.688643,98.667147
2166,19.211377,96.751960
2167,35.643282,79.695113
2168,31.110131,96.646473
2169,10.382558,78.209668
2170,43.287356,93.924008
2171,0.449182,84.524785
2172,15.032966,86.251750
2173,24.057589,74.991763
2174,16.508957,100.690308
2175,17.350044,95.880650
2176,27.303735,88.067011
2177,39.104366,92.992043
2178,18.554052,89.245112
2179,6.699386,90.372261
2180,-10.639151,62.752535
2181,11.516413,84.957761
2182,-2.248577,105.693187
2183,30.542662,119.379513
2184,21.933108,91.957641
2185,15.926301,102.291425
2186,21.546153,104.696237
2187,35.076682,110.706472
2188,27.946036,89.099828
2189,10.879927,109.149195
2190,14.446052,77.186751
2191,8.526541,72.631519
2192,30.871086,104.822599
2193,2.180453,87.269941
2194,13.116556,83.348211
2195,27.962433,108.850770
2196,15.166479,82.448350
2197,27.444312,83.156062
2198,45.712489,94.804233
2199,23.832045,87.127379
2200,10.338469,95.312437
2201,11.178277,89.430323
2202,14.621596,87.743991
2203,11.769926,96.951190
2204,14.306727,70.532780
2205,40.008724,83.978282
2206,5.866439,88.169401
2207,3.431237,100.207186
2208,4.294083,91.149264
2209,0.927740,91.014588
2210,12.047405,91.881492
2211,33.107795,83.864610
2212,21.487580,93.310798
2213,8.224497,88.516669
2214,33.988037,76.682690
2215,5.986011,85.527107
2216,18.242334,71.197093
2217,20.333843,127.160171
2218,8.568192,96.707626
2219,22.250532,81.953313
2220,37.195270,95.308936
2221,21.131799,78.807789
2222,17.233719,102.336533
2223,7.182851,108.448982
2224,4.305973,115.027800
2225,19.798252,82.896663
